State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Alaska,Cities,Anchorage,4,0,2,0,0,0,1,2,3,0,"287,731"
Alaska,Cities,Fairbanks,1,0,0,0,0,0,0,1,0,0,"31,493"
Alaska,Cities,Kotzebue,1,0,0,0,0,0,0,0,1,0,"3,272"
Alaska,Cities,North Pole,1,0,0,0,0,0,0,1,0,,"2,111"
Alaska,Cities,Soldotna,0,0,2,0,0,0,0,0,0,2,"4,756"
Arizona,Cities,Apache Junction,2,1,1,1,0,0,1,3,0,1,"42,531"
Arizona,Cities,Casa Grande,1,0,0,0,0,0,0,0,1,0,"58,366"
Arizona,Cities,Coolidge,4,0,0,0,0,0,2,2,0,0,"13,138"
Arizona,Cities,Flagstaff,0,1,0,0,0,0,1,0,0,0,"75,013"
Arizona,Cities,Gilbert,0,2,0,0,0,0,1,0,1,0,"253,619"
Arizona,Cities,Glendale,9,0,0,0,0,0,2,2,4,1,"253,951"
Arizona,Cities,Mesa,2,0,1,0,0,0,0,0,1,2,"518,160"
Arizona,Cities,Page,1,0,0,0,0,0,0,1,,,"7,588"
Arizona,Cities,Phoenix,111,20,23,0,2,3,31,43,33,44,"1,688,722"
Arizona,Cities,San Luis,1,0,0,0,0,0,0,0,0,1,"34,192"
Arizona,Cities,Scottsdale,1,1,1,0,0,0,1,2,0,0,"260,464"
Arizona,Cities,Somerton,1,0,0,0,0,0,0,0,0,1,"16,771"
Arizona,Cities,Surprise,2,1,0,0,0,0,0,2,0,1,"140,962"
Arizona,Cities,Tempe,1,0,0,0,0,0,0,1,0,0,"196,499"
Arizona,Cities,Tucson,6,6,4,0,0,0,4,5,5,2,"548,374"
Arizona,Cities,Yuma,1,0,0,2,0,0,1,0,0,2,"98,769"
Arizona,Universities and Colleges,University of Arizona,0,4,0,0,0,0,1,0,1,2,"48,318"
Arkansas,Cities,Benton,1,0,0,0,0,0,0,0,0,1,"37,161"
Arkansas,Cities,Conway,1,0,0,0,0,0,0,0,1,0,"67,336"
Arkansas,Cities,Fort Smith,4,0,0,0,0,0,0,0,2,2,"88,041"
Arkansas,Cities,Searcy,1,0,0,0,0,0,0,0,0,1,"23,873"
Arkansas,Nonmetropolitan Counties,Logan,1,0,0,0,0,0,0,0,0,1,
Arkansas,Nonmetropolitan Counties,Pope,0,0,1,0,0,0,0,1,0,0,
California,Cities,Alameda,2,0,0,0,0,0,0,1,0,1,"78,907"
California,Cities,Antioch,2,1,1,0,0,0,0,2,1,1,"112,641"
California,Cities,Apple Valley,0,0,2,0,0,0,0,2,0,0,"74,051"
California,Cities,Arvin,0,1,0,0,0,0,0,1,0,0,"21,811"
California,Cities,Azusa,2,0,1,0,0,0,0,2,1,0,"50,405"
California,Cities,Bakersfield,1,0,1,1,0,0,1,0,1,1,"388,080"
California,Cities,Beaumont,1,0,0,0,0,0,0,0,1,0,"50,990"
California,Cities,Bell,0,0,1,0,1,0,1,1,,0,"35,759"
California,Cities,Bellflower,1,0,0,0,0,0,0,1,0,0,"77,196"
California,Cities,Bell Gardens,0,0,1,0,0,0,0,1,0,0,"42,366"
California,Cities,Belmont,0,0,1,0,0,1,0,0,0,2,"27,272"
California,Cities,Berkeley,4,2,2,0,0,0,0,2,0,6,"122,788"
California,Cities,Beverly Hills,1,6,2,0,0,0,2,2,2,3,"34,211"
California,Cities,Big Bear,1,0,0,0,0,0,0,1,0,0,"5,311"
California,Cities,Brea,0,1,4,0,0,0,0,4,0,1,"44,155"
California,Cities,Brentwood,0,4,0,0,0,0,1,0,2,1,"65,483"
California,Cities,Brisbane,1,0,0,0,0,0,1,0,0,0,"4,746"
California,Cities,Buena Park,1,0,0,0,0,0,0,1,0,0,"82,627"
California,Cities,Burbank,7,0,0,0,0,0,2,4,1,0,"103,738"
California,Cities,Camarillo,1,0,0,0,0,0,0,1,0,0,"69,628"
California,Cities,Capitola,0,1,0,0,0,0,0,1,0,0,"10,101"
California,Cities,Carlsbad,5,0,0,0,0,0,0,2,0,3,"117,220"
California,Cities,Cathedral City,1,0,0,0,0,0,0,0,0,1,"55,346"
California,Cities,Central Marin,0,1,0,0,0,0,0,0,1,0,"34,793"
California,Cities,Chico,2,0,0,0,0,0,0,2,0,0,"95,826"
California,Cities,Chino,2,1,0,0,0,0,0,0,1,2,"93,348"
California,Cities,Chula Vista,6,2,0,0,1,0,4,1,2,2,"275,230"
California,Cities,Citrus Heights,1,0,1,0,0,0,0,1,0,1,"88,496"
California,Cities,Claremont,1,0,1,0,0,0,0,0,1,1,"36,681"
California,Cities,Clearlake,2,1,0,0,0,0,2,0,1,0,"15,400"
California,Cities,Clovis,1,0,0,0,0,0,0,0,0,1,"114,170"
California,Cities,Coachella,0,0,1,0,0,0,0,1,0,0,"46,485"
California,Cities,Compton,1,0,0,0,0,0,1,0,0,0,"96,638"
California,Cities,Concord,2,0,0,0,0,0,1,0,1,0,"130,615"
California,Cities,Coronado,0,0,1,0,0,1,0,0,2,0,"21,115"
California,Cities,Costa Mesa,3,0,0,0,0,0,1,0,2,0,"114,047"
California,Cities,Cupertino,1,0,0,0,0,0,0,0,0,1,"60,357"
California,Cities,Cypress,1,0,0,0,0,0,0,0,0,1,"49,085"
California,Cities,Davis,0,1,0,0,0,0,0,1,0,0,"69,767"
California,Cities,Delano,2,0,0,0,0,0,1,0,1,0,"53,002"
California,Cities,Dublin,1,0,0,0,0,0,0,0,1,0,"66,072"
California,Cities,El Cajon,1,0,0,0,0,0,0,1,0,0,"103,686"
California,Cities,El Cerrito,1,0,0,0,0,0,0,0,0,1,"25,857"
California,Cities,Elk Grove,0,1,0,0,0,0,0,0,0,1,"175,492"
California,Cities,El Monte,3,0,0,0,0,0,2,1,0,0,"115,830"
California,Cities,El Segundo,1,0,0,0,0,0,0,0,0,1,"16,727"
California,Cities,Emeryville,1,0,0,0,0,0,0,1,0,0,"12,380"
California,Cities,Escondido,3,1,0,0,0,0,2,0,0,2,"153,215"
California,Cities,Eureka,1,0,1,0,0,0,1,1,0,0,"26,973"
California,Cities,Fairfield,1,0,1,0,0,0,2,0,0,0,"118,383"
California,Cities,Folsom,0,0,1,0,0,0,0,0,0,1,"79,927"
California,Cities,Fontana,1,0,0,0,0,0,0,0,1,0,"215,883"
California,Cities,Fountain Valley,1,0,0,0,0,0,0,1,0,0,"55,858"
California,Cities,Fremont,2,2,0,0,0,0,0,1,1,2,"240,887"
California,Cities,Fresno,8,2,2,0,0,2,10,2,2,,"534,285"
California,Cities,Fullerton,1,0,1,0,0,0,1,0,1,0,"140,194"
California,Cities,Galt,0,0,1,0,0,0,1,0,0,0,"26,796"
California,Cities,Garden Grove,1,0,1,0,0,1,0,2,0,1,"172,832"
California,Cities,Greenfield,1,0,0,0,0,0,,0,1,0,"17,809"
California,Cities,Hawthorne,2,0,2,0,1,1,0,2,2,2,"87,305"
California,Cities,Hayward,4,0,0,0,0,0,1,1,1,1,"161,588"
California,Cities,Huntington Beach,4,3,1,0,0,0,1,1,2,4,"201,843"
California,Cities,Huntington Park,1,0,1,0,0,0,1,1,0,0,"58,181"
California,Cities,Imperial,0,1,0,0,0,0,0,0,,1,"18,090"
California,Cities,Imperial Beach,2,2,0,0,0,0,1,0,1,2,"27,583"
California,Cities,Irvine,4,1,2,0,0,0,0,2,4,1,"292,673"
California,Cities,Laguna Woods,0,1,0,0,0,0,0,0,0,1,"16,043"
California,Cities,Lake Forest,0,1,0,0,0,0,0,0,1,0,"86,691"
California,Cities,Lancaster,7,1,1,0,0,0,1,2,5,1,"159,335"
California,Cities,Lemon Grove,1,0,0,0,0,0,1,0,0,0,"27,175"
California,Cities,Livermore,1,0,1,0,0,0,1,0,1,0,"91,418"
California,Cities,Long Beach,18,1,4,0,0,0,6,4,7,6,"467,974"
California,Cities,Los Angeles,118,81,70,2,0,14,58,77,85,64,"4,015,546"
California,Cities,Malibu,1,0,0,0,0,0,0,0,1,0,"12,794"
California,Cities,Marina,1,0,0,0,0,0,0,0,0,1,"22,911"
California,Cities,Martinez,0,1,1,0,0,0,0,1,1,0,"38,692"
California,Cities,Marysville,0,1,0,0,0,0,1,0,,0,"12,572"
California,Cities,Mission Viejo,0,2,0,0,0,0,1,0,1,0,"95,453"
California,Cities,Modesto,3,0,0,0,0,0,1,2,0,0,"216,542"
California,Cities,Montebello,0,1,0,0,0,0,0,1,0,0,"62,650"
California,Cities,Monterey,0,0,1,0,0,0,0,0,0,1,"28,337"
California,Cities,Monterey Park,1,0,0,0,0,0,0,0,1,0,"60,424"
California,Cities,Moreno Valley,1,0,0,0,0,0,1,0,0,0,"210,979"
California,Cities,National City,1,0,0,0,0,0,0,0,0,1,"61,791"
California,Cities,Novato,2,0,0,0,0,0,0,0,2,0,"56,134"
California,Cities,Oakdale,1,0,0,0,0,0,0,0,0,1,"23,808"
California,Cities,Oakland,5,3,5,0,0,0,2,3,5,3,"434,036"
California,Cities,Oceanside,3,1,4,0,0,0,1,4,3,0,"177,129"
California,Cities,Ontario,1,0,0,0,0,0,0,0,1,0,"183,322"
California,Cities,Orange,3,0,0,0,0,0,0,0,1,2,"139,830"
California,Cities,Oroville,2,0,0,0,0,0,1,1,0,0,"19,268"
California,Cities,Oxnard,1,0,0,0,0,0,0,0,1,0,"211,349"
California,Cities,Pacifica,1,0,0,0,0,0,0,0,1,0,"38,938"
California,Cities,Palmdale,3,0,0,0,0,0,0,0,2,1,"157,138"
California,Cities,Palm Springs,4,2,5,0,0,0,3,4,1,3,"48,846"
California,Cities,Palo Alto,1,2,2,0,0,0,1,0,1,2,"66,938"
California,Cities,Parlier,0,0,1,0,0,0,0,0,1,0,"15,384"
California,Cities,Pasadena,2,2,0,0,0,0,0,1,2,1,"141,913"
California,Cities,Paso Robles,1,0,0,0,0,0,1,0,0,0,"32,528"
California,Cities,Petaluma,3,0,1,0,0,0,0,1,3,0,"62,425"
California,Cities,Pico Rivera,0,0,1,0,0,0,0,0,1,0,"62,880"
California,Cities,Pittsburg,0,1,1,1,0,0,0,1,0,2,"73,637"
California,Cities,Placentia,0,1,0,0,0,0,1,0,0,0,"51,756"
California,Cities,Pleasant Hill,1,0,0,0,0,0,0,0,0,1,"35,125"
California,Cities,Pomona,4,0,1,0,0,0,1,3,1,0,"152,776"
California,Cities,Poway,1,1,0,0,0,0,0,1,0,1,"49,928"
California,Cities,Rancho Cordova,1,0,0,0,0,0,1,0,0,0,"75,869"
California,Cities,Rancho Cucamonga,1,0,0,0,0,0,1,,0,0,"179,247"
California,Cities,Rancho Santa Margarita,1,0,0,0,1,0,0,0,0,2,"48,377"
California,Cities,Red Bluff,2,0,0,0,0,0,0,1,1,0,"14,308"
California,Cities,Redding,1,0,0,0,0,0,1,,,,"92,009"
California,Cities,Redlands,0,0,2,0,0,0,0,0,2,0,"71,941"
California,Cities,Redondo Beach,0,1,0,0,0,0,0,0,1,0,"67,473"
California,Cities,Redwood City,0,0,0,0,0,1,0,0,1,0,"87,427"
California,Cities,Rialto,1,0,0,0,0,0,0,0,0,1,"103,965"
California,Cities,Richmond,7,0,2,0,0,0,3,2,0,4,"110,988"
California,Cities,Ridgecrest,0,0,1,0,0,0,0,0,0,1,"29,101"
California,Cities,Riverside,10,1,4,0,0,0,8,3,4,0,"333,260"
California,Cities,Rohnert Park,1,0,0,0,0,0,0,0,1,0,"44,131"
California,Cities,Rosemead,1,0,0,0,0,0,1,0,0,0,"54,489"
California,Cities,Roseville,5,0,0,1,0,0,1,3,1,1,"141,744"
California,Cities,Sacramento,1,1,1,1,0,2,1,0,4,1,"513,934"
California,Cities,Salinas,0,0,1,0,0,0,0,1,0,0,"156,943"
California,Cities,San Bernardino,4,0,4,0,0,0,1,0,2,5,"216,715"
California,Cities,San Bruno,1,0,0,0,0,0,0,0,1,0,"43,297"
California,Cities,San Clemente,1,2,2,0,0,0,1,0,3,1,"65,018"
California,Cities,San Diego,8,11,9,1,0,1,9,8,9,4,"1,441,737"
California,Cities,San Francisco,35,5,22,0,0,2,17,17,24,6,"886,007"
California,Cities,San Gabriel,2,0,0,0,0,0,0,1,1,0,"40,422"
California,Cities,San Jose,13,7,10,1,0,2,9,8,7,9,"1,040,008"
California,Cities,San Leandro,0,0,2,0,0,0,1,1,0,0,"90,297"
California,Cities,San Luis Obispo,6,2,1,0,0,1,1,2,2,5,"47,735"
California,Cities,San Marcos,1,1,0,0,0,0,1,0,0,1,"98,598"
California,Cities,San Mateo,7,0,0,0,0,0,1,0,1,5,"106,020"
California,Cities,San Rafael,5,0,1,0,0,0,1,1,2,2,"58,819"
California,Cities,San Ramon,2,0,1,0,0,0,1,1,1,0,"76,387"
California,Cities,Santa Ana,3,6,2,0,0,0,2,4,3,2,"333,664"
California,Cities,Santa Clarita,1,1,0,0,0,0,0,1,1,0,"218,103"
California,Cities,Santa Cruz,1,0,1,0,0,0,1,1,0,0,"65,263"
California,Cities,Santa Monica,1,2,1,0,0,0,1,0,2,1,"91,621"
California,Cities,Santa Rosa,2,0,2,0,1,0,2,1,2,0,"177,884"
California,Cities,Seaside,1,1,0,0,0,0,1,1,0,0,"34,036"
California,Cities,South El Monte,1,0,1,0,0,0,1,1,0,0,"20,852"
California,Cities,South Lake Tahoe,0,1,0,0,0,0,0,1,0,0,"22,116"
California,Cities,Stockton,1,2,1,0,0,0,0,1,1,2,"313,604"
California,Cities,Sunnyvale,2,4,0,0,0,0,1,2,0,3,"154,859"
California,Cities,Temecula,1,0,0,0,0,0,0,0,0,1,"116,630"
California,Cities,Thousand Oaks,0,0,1,0,0,0,0,1,0,0,"127,811"
California,Cities,Torrance,1,0,1,0,0,0,0,0,2,0,"145,183"
California,Cities,Tracy,0,1,0,0,0,0,1,0,0,0,"92,895"
California,Cities,Turlock,1,1,1,0,0,0,2,0,0,1,"74,120"
California,Cities,Union City,6,0,0,0,0,0,5,1,0,0,"75,202"
California,Cities,Upland,2,0,0,0,0,0,0,0,0,2,"77,398"
California,Cities,Vacaville,5,0,0,0,0,0,0,3,0,2,"101,147"
California,Cities,Ventura,2,1,1,0,0,0,1,1,1,1,"111,596"
California,Cities,Walnut Creek,2,2,1,0,0,0,1,2,1,1,"70,546"
California,Cities,West Hollywood,0,1,0,0,0,0,1,0,0,0,"37,173"
California,Cities,Westminster,2,1,0,0,0,0,2,,0,1,"91,086"
California,Cities,Whittier,0,0,1,0,0,0,0,,0,1,"86,158"
California,Cities,Windsor,1,0,0,0,0,0,1,0,0,0,"27,981"
California,Cities,Yorba Linda,1,0,1,0,0,0,0,0,2,0,"68,225"
California,Cities,Yuba City,0,0,0,0,0,1,0,0,1,0,"67,164"
California,Cities,Yucca Valley,0,0,1,0,0,0,1,,0,0,"21,858"
California,Universities and Colleges,Chico,1,0,0,0,0,0,0,1,0,0,"19,754"
California,Universities and Colleges,East Bay,1,0,0,0,0,0,1,0,0,0,"19,613"
California,Universities and Colleges,Northridge,1,0,0,0,0,0,0,0,0,1,"44,639"
California,Universities and Colleges,Humboldt State University,7,1,0,0,0,0,1,4,0,3,"9,262"
California,Universities and Colleges,San Diego State University,1,0,0,0,0,0,0,1,0,0,"37,748"
California,Universities and Colleges,San Francisco State University,1,0,0,0,0,0,0,0,1,0,"33,506"
California,Universities and Colleges,Davis,4,0,0,0,0,0,0,2,1,1,"39,783"
California,Universities and Colleges,Irvine,1,0,0,0,0,0,0,0,0,1,"37,170"
California,Universities and Colleges,San Diego,0,1,1,0,0,0,1,1,0,0,"37,744"
California,Metropolitan Counties ,Los Angeles,10,1,3,0,1,0,5,5,3,2,
California,Metropolitan Counties ,Marin,2,2,0,0,0,0,0,2,2,0,
California,Metropolitan Counties ,Merced,1,0,0,0,0,0,1,0,0,0,
California,Metropolitan Counties ,Monterey,1,0,0,0,0,0,0,0,1,0,
California,Metropolitan Counties ,Napa,1,0,1,0,0,0,0,0,2,0,
California,Metropolitan Counties ,Orange,6,1,1,1,0,0,1,4,2,2,
California,Metropolitan Counties ,Riverside,3,1,1,0,0,0,2,1,1,1,
California,Metropolitan Counties ,Sacramento,2,0,0,0,0,2,0,1,1,2,
California,Metropolitan Counties ,San Bernardino,0,0,2,0,0,0,2,,0,0,
California,Metropolitan Counties ,San Diego,12,4,6,1,0,1,6,7,8,3,
California,Metropolitan Counties ,San Luis Obispo,0,1,1,0,0,0,0,0,1,1,
California,Metropolitan Counties ,San Mateo,3,0,1,0,0,0,0,0,3,1,
California,Metropolitan Counties ,Santa Barbara,0,1,0,0,0,0,0,0,1,0,
California,Metropolitan Counties ,Santa Clara,4,1,0,0,0,0,1,1,2,1,
California,Metropolitan Counties ,Santa Cruz,6,0,1,0,0,0,2,2,1,2,
California,Metropolitan Counties ,Tulare,1,0,0,0,0,0,0,0,0,1,
California,Nonmetropolitan Counties ,Glenn,0,0,1,0,0,0,,1,0,0,
California,Nonmetropolitan Counties ,Mendocino,1,1,0,0,0,0,1,1,0,0,
California,Nonmetropolitan Counties ,Nevada,1,0,0,0,0,0,0,0,1,0,
California,Nonmetropolitan Counties ,Tuolumne,0,0,1,0,0,0,0,0,1,0,
California,Other Agencies,Los Angeles Transportation Services Bureau,0,0,3,0,1,0,3,0,0,1,
California,Other Agencies,Port of San Diego Harbor,5,0,0,0,0,0,1,,3,1,
California,Other Agencies,Santa Clara Transit District,1,0,0,0,0,0,0,1,0,0,
Colorado,Cities ,Aurora,2,0,0,0,0,0,0,1,1,0,"380,600"
Colorado,Cities ,Boulder,4,1,3,0,0,0,2,2,0,4,"108,519"
Colorado,Cities ,Brighton,1,1,0,0,0,0,0,0,0,2,"42,267"
Colorado,Cities ,Broomfield,1,0,0,0,0,0,0,0,1,0,"70,798"
Colorado,Cities ,Canon City,1,1,0,0,0,0,1,1,0,0,"16,793"
Colorado,Cities ,Carbondale,1,0,0,0,0,0,0,0,0,1,"6,941"
Colorado,Cities ,Castle Rock,1,0,0,0,0,0,0,0,0,1,"67,208"
Colorado,Cities ,Centennial,0,2,0,0,0,0,0,1,0,1,"112,129"
Colorado,Cities ,Colorado Springs,6,2,4,0,0,0,1,3,5,3,"479,648"
Colorado,Cities ,Commerce City,2,0,0,0,0,0,1,0,1,0,"60,198"
Colorado,Cities ,Denver,40,15,26,2,0,2,11,39,25,10,"728,941"
Colorado,Cities ,Durango,1,1,0,0,0,0,0,1,0,1,"19,271"
Colorado,Cities ,Edgewater,1,0,0,0,0,0,1,0,0,0,"5,363"
Colorado,Cities ,Englewood,2,0,0,0,0,0,1,1,0,0,"35,273"
Colorado,Cities ,Evans,3,0,0,0,0,0,1,0,2,0,"21,585"
Colorado,Cities ,Fort Collins,4,2,1,0,0,0,2,2,0,2,"170,889"
Colorado,Cities ,Frisco,1,0,0,0,0,0,0,1,0,0,"3,220"
Colorado,Cities ,Glenwood Springs,4,0,0,0,0,0,2,0,1,1,"10,027"
Colorado,Cities ,Grand Junction,2,1,0,0,0,0,1,1,1,0,"63,949"
Colorado,Cities ,Greenwood Village,1,0,1,0,0,0,1,1,0,0,"16,046"
Colorado,Cities ,Hudson,0,0,1,0,0,0,1,0,0,0,"1,806"
Colorado,Cities ,Lone Tree,1,0,0,0,0,0,0,0,1,0,"15,129"
Colorado,Cities ,Longmont,2,0,1,1,0,0,2,1,1,0,"97,928"
Colorado,Cities ,Loveland,1,0,0,0,0,0,1,0,0,0,"78,856"
Colorado,Cities ,Manitou Springs,0,1,0,0,0,0,0,0,1,0,"5,388"
Colorado,Cities ,Parker,2,1,0,0,0,0,2,1,0,0,"57,050"
Colorado,Cities ,Pueblo,1,1,0,0,0,0,1,0,0,1,"112,381"
Colorado,Cities ,Rifle,2,0,0,0,0,0,0,1,1,0,"9,782"
Colorado,Cities ,Silt,1,0,0,0,0,0,1,0,0,0,"3,215"
Colorado,Cities ,Sterling,1,0,0,0,0,0,0,0,1,0,"13,573"
Colorado,Cities ,Thornton,3,1,2,0,0,0,0,2,1,2,"142,168"
Colorado,Cities ,Timnath,1,0,0,0,0,0,0,1,0,0,"5,027"
Colorado,Cities ,Westminster,3,0,1,0,0,0,0,0,3,1,"114,392"
Colorado,Universities and Colleges,"Colorado State University, Fort Collins",2,1,0,0,0,0,1,0,1,1,"37,676"
Colorado,Universities and Colleges,Fort Lewis College,1,0,0,0,0,0,0,1,0,0,"3,730"
Colorado,Universities and Colleges,"University of Colorado, Boulder",7,0,0,0,0,0,2,0,3,2,"39,302"
Colorado,Universities and Colleges,University of Northern Colorado,0,0,1,0,0,0,0,0,1,0,"15,825"
Colorado,Metropolitan Counties,Adams,1,0,0,1,0,0,1,0,1,0,
Colorado,Metropolitan Counties,Douglas,2,2,0,2,0,0,1,1,2,2,
Colorado,Metropolitan Counties,Jefferson,1,0,0,1,0,0,1,1,0,0,
Colorado,Metropolitan Counties,Larimer,0,1,0,0,0,1,2,0,0,0,
Colorado,Metropolitan Counties,Mesa,0,0,2,0,0,0,0,1,1,0,
Colorado,Metropolitan Counties,Park,0,1,1,0,0,0,0,1,1,0,
Colorado,Nonmetropolitan Counties ,Bent,0,1,0,0,0,0,0,1,0,0,
Colorado,Nonmetropolitan Counties ,Custer,1,0,0,0,0,0,1,0,0,0,
Colorado,Nonmetropolitan Counties ,Fremont,1,0,1,0,0,0,0,1,1,0,
Colorado,Nonmetropolitan Counties ,Garfield,1,0,0,0,0,2,1,1,1,0,
Colorado,Nonmetropolitan Counties ,Huerfano,2,0,1,0,0,0,1,1,1,0,
Colorado,Nonmetropolitan Counties ,San Miguel,1,0,0,0,0,0,0,0,1,0,
Colorado,Nonmetropolitan Counties ,Summit,1,0,1,0,0,0,1,0,1,0,
Connecticut,Cities ,Bloomfield,0,1,0,0,0,0,0,0,1,0,"21,406"
Connecticut,Cities ,Bridgeport,1,1,1,0,0,0,1,2,0,0,"144,908"
Connecticut,Cities ,Bristol,1,0,0,0,0,0,1,0,0,0,"59,977"
Connecticut,Cities ,Cheshire,0,1,0,0,0,0,0,1,0,0,"29,167"
Connecticut,Cities ,Danbury,3,0,0,0,0,0,1,1,1,0,"85,167"
Connecticut,Cities ,Derby,1,0,0,0,0,0,0,0,1,0,"12,468"
Connecticut,Cities ,East Hartford,1,1,1,0,0,0,0,1,1,1,"49,842"
Connecticut,Cities ,East Lyme,1,0,0,0,0,0,0,0,0,1,"18,588"
Connecticut,Cities ,Enfield,2,0,0,0,0,0,0,0,1,1,"44,443"
Connecticut,Cities ,Farmington,1,0,0,0,0,0,1,0,0,0,"25,525"
Connecticut,Cities ,Glastonbury,2,0,1,0,0,0,2,1,0,0,"34,497"
Connecticut,Cities ,Madison,1,0,0,0,0,0,0,0,0,1,"18,087"
Connecticut,Cities ,Manchester,4,0,1,0,0,0,1,1,2,1,"57,630"
Connecticut,Cities ,Middletown,1,0,0,0,0,0,0,0,1,0,"45,963"
Connecticut,Cities ,Milford,1,0,1,0,0,0,,1,0,1,"54,898"
Connecticut,Cities ,New Britain,2,1,0,0,0,0,,1,1,1,"72,354"
Connecticut,Cities ,New Haven,5,2,2,0,0,0,2,5,1,1,"130,494"
Connecticut,Cities ,New London,1,0,0,0,0,0,0,1,0,0,"26,856"
Connecticut,Cities ,New Milford,1,0,0,0,0,0,0,1,0,0,"26,835"
Connecticut,Cities ,Norwalk,1,0,0,0,0,0,0,0,0,1,"89,440"
Connecticut,Cities ,Norwich,0,0,1,0,0,0,0,0,1,0,"38,964"
Connecticut,Cities ,Old Saybrook,2,0,0,0,0,0,0,0,2,0,"10,069"
Connecticut,Cities ,Orange,1,0,0,0,0,0,0,0,1,0,"13,948"
Connecticut,Cities ,Plainville,1,0,0,0,0,0,0,0,1,0,"17,610"
Connecticut,Cities ,Plymouth,1,0,0,0,0,0,0,0,0,1,"11,573"
Connecticut,Cities ,Ridgefield,1,0,0,0,0,0,0,0,0,1,"25,050"
Connecticut,Cities ,Seymour,0,1,0,0,0,0,1,0,0,0,"16,505"
Connecticut,Cities ,Stamford,3,3,2,0,0,0,0,1,3,4,"130,678"
Connecticut,Cities ,Torrington,1,0,0,0,1,0,1,0,0,1,"33,972"
Connecticut,Cities ,Wallingford,1,0,0,0,0,0,1,0,0,0,"44,457"
Connecticut,Cities ,West Hartford,1,0,0,0,0,0,1,0,0,0,"62,875"
Connecticut,Cities ,West Haven,1,0,0,0,0,0,0,0,1,0,"54,794"
Connecticut,Cities ,Westport,0,1,0,0,0,0,0,0,1,0,"28,332"
Connecticut,Cities ,Wethersfield,1,0,0,0,0,0,1,0,0,0,"26,009"
Connecticut,Cities ,Willimantic,0,0,1,0,0,0,0,1,0,0,"17,660"
Connecticut,Cities ,Wilton,1,0,0,0,0,0,1,0,0,0,"18,439"
Connecticut,Universities and Colleges,Southern Connecticut State University,1,0,0,0,0,0,0,0,1,0,"11,642"
Connecticut,Universities and Colleges,"University of Connecticut, Storrs, Avery Point, and Hartford",1,0,0,0,0,0,0,0,0,1,
Connecticut,Universities and Colleges,Yale University,0,1,0,0,0,0,,,,1,"13,972"
Connecticut,State Police Agencies,Connecticut State Police,1,3,0,0,0,0,0,1,2,1,
Delaware,Cities ,Bethany Beach,1,0,0,0,0,0,0,0,1,0,"1,244"
Delaware,Cities ,Dover,0,1,2,0,0,0,1,0,1,1,"38,361"
Delaware,Cities ,Milford,2,0,0,0,0,0,0,1,0,1,"11,592"
Delaware,Cities ,Seaford,1,1,0,0,0,0,1,0,1,0,"7,987"
Delaware,Cities ,Wilmington,0,0,1,0,0,1,0,2,0,0,"70,624"
Delaware,Universities and Colleges,Delaware State University,0,0,1,0,0,0,1,0,0,0,"4,633"
Delaware,Universities and Colleges,University of Delaware,3,0,1,0,0,0,1,1,1,1,"25,534"
Delaware,Metropolitan Counties,New Castle County Police Department,1,1,1,0,0,0,1,2,0,0,
Delaware,State Police Agencies,New Castle County,2,1,0,0,0,0,1,0,1,1,
Delaware,State Police Agencies,Sussex County,0,0,1,0,0,0,0,0,1,0,
District of Columbia,Cities ,Washington,107,5,60,1,2,27,53,57,55,37,"705,749"
District of Columbia,Other Agencies,Metro Transit Police,12,3,5,0,0,0,8,3,6,3,
Florida,Cities ,Bal Harbour Village,0,1,0,0,0,0,1,,,,"3,086"
Florida,Cities ,Boca Raton,1,1,0,0,0,0,0,0,1,1,"101,163"
Florida,Cities ,Cape Coral,1,0,1,0,0,0,0,1,0,1,"194,183"
Florida,Cities ,Davie,3,0,0,0,0,0,2,1,0,0,"108,486"
Florida,Cities ,DeLand,1,0,0,0,0,0,1,0,0,0,"34,468"
Florida,Cities ,Deerfield Beach,0,0,1,0,0,0,0,0,0,1,"81,602"
Florida,Cities ,Fort Lauderdale,2,0,1,0,0,0,0,3,0,0,"184,765"
Florida,Cities ,Fort Myers,1,0,0,0,0,0,1,0,0,0,"85,127"
Florida,Cities ,Gainesville,2,1,1,0,0,0,1,1,1,1,"135,085"
Florida,Cities ,Jacksonville,4,0,0,0,0,0,0,1,2,1,"909,142"
Florida,Cities ,Largo,2,0,0,0,0,0,0,0,0,2,"85,740"
Florida,Cities ,Miami,0,2,0,0,0,0,1,0,1,0,"480,505"
Florida,Cities ,Miami Beach,0,16,4,0,0,0,8,4,4,4,"92,185"
Florida,Cities ,Miami Gardens,0,1,0,0,0,0,0,1,0,0,"113,786"
Florida,Cities ,Miami Shores,0,0,1,0,0,0,0,1,0,0,"10,572"
Florida,Cities ,Miramar,0,0,2,0,0,0,2,0,0,0,"143,334"
Florida,Cities ,New Port Richey,1,0,0,0,0,0,0,0,0,1,"16,703"
Florida,Cities ,North Miami,1,0,0,0,0,0,1,0,0,0,"63,547"
Florida,Cities ,North Miami Beach,2,1,0,0,0,0,,1,1,1,"46,307"
Florida,Cities ,North Port,1,0,0,0,0,0,1,0,0,0,"70,181"
